original_term;original_term_clean;clean_name;country_origin;holding;studio_location
Enlight;enlighten;Enlight Software;HKG; ;HKG
Enlight Software;enlight_software;Enlight Software;HKG; ;HKG
Enlight Software Ltd.;enlight_software_ltd;Enlight Software;HKG; ;HKG
Ennoble Studios;ennoble_studios;Ennoble Studios;USA; ;USA
Enomiya;enomiya;Enomiya;JPN; ;JPN
Ensemble Studios;ensemble_studios;Ensemble Studios;USA;Microsoft Corporation;USA
Enteraktion;enteraktion;Enteraktion;JPN; ;JPN
Enterbrain;enterbrain;Enterbrain;JPN;Kadokawa Corporation;JPN
ENTERBRAIN,INC.;enterbrain_inc;Enterbrain;JPN;Kadokawa Corporation;JPN
Entergram;entergram;Entergram;JPN; ;JPN
Entersphere, Inc.;entersphere;Entersphere;JPN; ;JPN
Entertainment Int;entertainment_int;Entertainment Int;GBR; ;GBR
Entrada Interactive;entrada_interactive;Entrada Interactive;USA; ;USA
Entrager;entrager;Entrager;JPN; ;JPN
EntwicklerX;entwicklerx;EntwicklerX;DEU; ;DEU
Envision Entertainment;envision_entertainment;Envision Entertainment;DEU; ;DEU
Eolith;eolith;Eolith;KOR;;KOR
EON Digital Entertainment;eon_digital;EON Digital;GBR;;GBR
EP Games;ep_games;EP Games;ESP; ;ESP
Epic Games;epic_games;Epic Games;USA;Epic Games;USA
Epic Games / Capcom;epic_games_capcom;Epic Games;USA;Epic Games;USA
Epic MegaGames;epic_megagames;Epic Games;USA;Epic Games;USA
Epic Pixel;epic_pixel;Epic Pixel;USA; ;USA
Epicenter Interactive;epicenter_interactive;Epicenter;USA; ;USA
Epicenter Studios;epicenter_studios;Epicenter Studios;USA; ;USA
epics;epics;Epics;JPN; ;JPN
epics / SCEI;epics_scei;SCEI;JPN;Sony Interactive Entertainment;JPN
Epiphany Games;epiphany_games;Epiphany Games;AUS; ;AUS
Episode Interactive;episode_interactive;Episode Interactive;USA;Take Two Interactive;USA
EPITFOG;epitfog;EPITFOG;JPN; ;JPN
Epoch;epoch;Epoch Co;JPN; ;JPN
EPOS Game Studios;epos_game_studios;EPOS Game Studios;GBR; ;GBR
EPS/Electronic Zoo;eps_electronic_zoo;Electronic Zoo;USA;Zoo World;USA
Epyx;epyx;Epyx;USA;;USA
Epyx Computer Software;epyx_computer_software;Epyx;USA;;USA
Epyx, Inc.;epyx_inc;Epyx;USA;;USA
EQ Games;eq_games;EQ Games;USA; ;USA
EQ-Games;eq_games;EQ Games;USA; ;USA
Equilibrium;equilibrium;Equilibrium;USA; ;USA
Equinoxe;equinoxe;Equinoxe;FRA; ;FRA
ERE Informatique;ere_informatique;ERE Informatique;FRA;Infogrames;FRA
Eremite Games;eremite_games;Eremite Games;POL; ;POL
Eric Hartman;eric_hartman;Eric Hartman;USA; ;USA
Erik Asmussen;erik_asmussen;Erik Asmussen;USA; ;USA
Erik SvedÃ¤ng;erik_svedang;Erik Svedäng;SWE; ;SWE
Erosoft;erosoft;Erosoft;JPN; ;JPN
Erpberger;erpberger;Erpberger;DEU; ;DEU
errcw;errcw;errcw;USA; ;USA
ERS G-Studio;ers_g_studio;ERS Game Studios;UKR;;UKR
Ertain;ertain;Ertain;JPN; ;JPN
Erudite Software Inc.;erudite_software;Erudite Software;USA;;USA
E's;es;Es;JPN; ;JPN
Escape;escape;Westone Bit Entertainment;JPN;;JPN
Escape Velocity Ltd;escape_velocity;Escape Velocity;GBR; ;GBR
Escapist Games;escapist_games;Escapist Games;GBR; ;GBR
Escude;escude;Escude;JPN; ;JPN
eSim Games;esim_games;eSim Games;USA; ;USA
eSofnet;esofnet;eSofnet;KOR;;KOR
ESP;esp;Entertainment Software Publishing;JPN;;JPN
ESP Software;esp_software;ESP Software;GBR; ;GBR
Essential Games;essential_games;Essential Games;JPN;;JPN
Estelion;estelion;Estelion;JPN; ;JPN
ESTsoft Corp.;estsoft_corp;ESTsoft;KOR;;KOR
Etoiles;etoiles;Etoiles;JPN; ;JPN
Etranges Libellules;etranges_libellules;Étranges Libellules;FRA;;FRA
Etranges Libellules / Neko Entertainment;etranges_libellules_neko;Étranges / Neko;FRA; ;FRA
Eufonie;eufonie;Eufonie;JPN; ;JPN
Eugen Systems;eugen_systems;Eugen Systems;FRA; ;FRA
Eugene Makashov;eugene_makashov;Eugene Makashov;RUS; ;RUS
EurocoEntertainment Software;eurocom_entertainment;Eurocom;GBR;;GBR
Eurocom;eurocom;Eurocom;GBR;;GBR
Eurocom Entertainment Sofftware;eurocom_entertainment;Eurocom;GBR;;GBR
Eurocom Entertainment Software;eurocom_entertainment;Eurocom;GBR;;GBR
EurocomÂ EntertainmentÂ Software;eurocom_entertainment;Eurocom;GBR;Extinta;GBR
Europa-Apps;europa_apps;Europa Apps;GBR; ;GBR
Europress;europress;Europress;USA;Hasbro Interactive;GBR
Europress Software Ltd.;europress_software;Europress;USA;Hasbro Interactive;GBR
EuroVideo Medien;eurovideo_medien;EuroVideo Medien;DEU; ;DEU
Eushully;eushully;Eushully;JPN; ;JPN
Eutechnyx;eutechnyx;Eutechnyx;GBR; ;GBR
eV Interactive;ev_interactive;eV Interactive;USA; ;USA
Event Horizon Software;event_horizon;Event Horizon;GBR;;GBR
Everlasting Fantasy;everlasting_fantasy;Everlasting Fantasy;RUS; ;RUS
Eversim;eversim;Eversim;FRA; ;FRA
Evgeniy Kolpakov;evgeniy_kolpakov;Evgeniy Kolpakov;RUS; ;RUS
Evgeny Shcherbakov;evgeny_shcherbakov;Evgeny Shcherbakov;RUS; ;RUS
Evil Indie Games;evil_indie_games;Evil Indie Games;POL; ;POL
Evil Tortilla Games;evil_tortilla_games;Evil Tortilla Games;USA; ;USA
Evil Twin Artworks;evil_twin_artworks;Evil Twin Artworks;GBR; ;GBR
evilBlue;evilblue;EvilBlue;GBR; ;GBR
Evoga Entertainment;evoga_entertainment;Evoga;MEX;;MEX
evoline srl;evoline_srl;Evoline;ITA; ;ITA
Evolution (Japan);evolution_japan;Evolution;JPN; ;JPN
Evolution Dreams Studio;evolution_dreams;Evolution Dreams;BRA; ;BRA
Evolution Games;evolution_games;Evolution Games;GBR; ;GBR
Evolution Studios;evolution_studios;Evolution Studios;JPN;Sony Interactive Entertainment;GBR
Evolution Vault;evolution_vault;Evolution Vault;PAK; ;PAK
Evolved Games;evolved_games;Evolved Games;USA; ;USA
Evryware;evryware;Evryware;USA; ;USA
Exact;exact;Exact;JPN;Sony Interactive Entertainment;JPN
exagongames;exagongames;Exagongames;USA; ;USA
EXAKT Entertainment;exakt_entertainment;EXAKT Entertainment;USA; ;USA
Examu Inc.;examu_inc;Examu;JPN;;JPN
Exato Games Studio;exato_games_studio;Exato Games;USA; ;USA
Excalibur Publishing;excalibur_publishing;Excalibur Games;GBR; ;GBR
Excalibur Publishing Limited;excalibur_publishing;Excalibur Games;GBR; ;GBR
Excalibur Publishing Ltd.;excalibur_publishing;Excalibur Games;GBR; ;GBR
Excalibur Studios;excalibur_studios;Excalibur Games;GBR; ;GBR
exDream;exdream;ExDream;DEU; ;DEU
exDream Entertainment;exdream_entertainment;ExDream;DEU; ;DEU
Exe Create Inc.;exe_create;Exe Create;JPN;Kotobuki Solution;JPN
Execution Labs;execution_labs;Execution Labs;CAN; ;CAN
ExecutiveIguanaStudios;executive_iguana_studios;Executive Iguana;USA; ;USA
Exidy;exidy;Exidy;USA;;USA
Exient Entertainment;exient_entertainment;Exient;GBR; ;GBR
Exient Ltd.;exient_ltd;Exient;GBR; ;GBR
eXiin;exiin;EXiin;BEL; ;BEL
Exit;exit;Exit;JPN; ;JPN
Exkee;exkee;Exkee;FRA; ;FRA
EXOR Studios;exor_studios;EXOR Studios;POL; ;POL
Exordium Games;exordium_games;Exordium Games;HRV; ;HRV
exoSyphen Studios;exosyphen_studios;ExoSyphen Studios;ROU; ;ROU
exozet games;exozet_games;Exozet;DEU;;DEU
EXP;exp;EXP;JPN; ;JPN
Expansive Worlds;expansive_worlds;Expansive Worlds;USA;Warner Bros Discovery;SWE
Experience Inc.;experience_inc;Experience;JPN; ;JPN
Experiment 101;experiment_101;Experiment 101;SWE;Embracer Group;SWE
Expert;expert;Expert Software;USA;Microsoft Corporation;USA
Expert Software;expert_software;Expert Software;USA;Microsoft Corporation;USA
Exrays;exrays;Exrays;JPN; ;JPN
Extend Interactive Co., Ltd.;extend_interactive;Extend Interactive;THA; ;THA
Extend Studio;extend_studio;Extend Studio;JPN; ;JPN
Extended Play Productions;extended_play_productions;EA Vancouver;USA;Electronic Arts;CAN
Extended Play Productions (1991-1997);extended_play_productions;EA Vancouver;USA;Electronic Arts;CAN
ExtendedÂ PlayÂ Productions;extended_play_productions;EA Vancouver;USA;Electronic Arts;CAN
Extra Toxic;extra_toxic;Extra Toxic;DEU; ;DEU
extreme Co.,Ltd.;extreme_co;Extreme;JPN;Extreme;JPN
Extreme Entertainment Group;extreme_entertainment;Extreme Entertainment;USA;;USA
Extreme FX;extreme_fx;Extreme FX;GBR; ;GBR
Extremely OK Games;extremely_ok_games;Extremely OK Games;CAN; ;CAN
Exus;exus;Exus;USA; ;USA
Exxos;exxos;Exxos;FRA;Infogrames;FRA
EYA Interactive;eya_interactive;EYA Interactive;KOR; ;KOR
Eyedentity Games;eyedentity_games;Eyedentity Games;CHN;Shengqu Games;KOR
Eyehook;eyehook;Eyehook;USA; ;USA
F&C;f_c;F&C;JPN;F&C;JPN
F. Schneider and Success;f_schneider_success;Schneider and Success;USA;;USA
F4T C4T;fat_ccat;Fat Cat;USA;;USA
Fabio Ferrara;fabio_ferrara;Fabio Ferrara;ITA;;ITA
Fabio Ricci;fabio_ricci;Fabio Ricci;ITA;;ITA
Fabraz;fabraz;Fabraz;USA;;USA
Fabtek;fabtek;Fabtek;USA;;USA
FACE;face;Face;JPN;;JPN
Facepalm Games;facepalm_games;Facepalm Games;GBR;;GBR
Facepunch Studios;facepunch_studios;Facepunch Studios;GBR;;GBR
Factor 5;factor_5;Factor 5;USA;;USA
Factory1;factory1;Factory1;JPN;;JPN
Failbetter Games;failbetter_games;Failbetter Games;GBR;;GBR
Fair Play Labs;fair_play_labs;Fair Play Labs;CRI;;CRI
FairPlay Media Limited;fairplay_media;FairPlay Media;GBR;;GBR
FairPlay Studios Co. Ltd;fairplay_studios;FairPlay Studios;THA;;THA
Fairy Engine LLC;fairy_engine;Fairy Engine;USA;;USA
Fairy Tale;fairy_tale;Fairy Tale;JPN;;JPN
Fakt Software;fakt_software;Fakt Software;DEU;;DEU
FAKT Software GmBH;fakt_software;Fakt Software;DEU;;DEU
Falcom;falcom;Nihon Falcom;JPN;Nihon Group;JPN
Falcom Corporation;falcom;Nihon Falcom;JPN;Nihon Group;JPN
Falcon;falcon;Falcon;JPN;;JPN
Fall Line Studio;fall_line_studio;Fall Line Studio;USA;Disney;USA
Fallen Earth, LLC;fallen_earth;Fallen Earth;USA;Little Orbit;USA
Fallen Flag Studio;fallen_flag_studio;Fallen Flag Studio;GBR;;GBR
Fallen Tree Games;fallen_tree_games;Fallen Tree Games;GBR;;GBR
Family Soft;family_soft;Family Soft;JPN;;JPN
Fan Made;fan_made;Fan Made;USA;;USA
FantaBlade Network;fantablade_network;FantaBlade Network;CHN;;CHN
Fantasy Flight Interactive;fantasy_flight_interactive;Fantasy Flight Interactive;SWE;Embracer Group;USA
Farbs McFarbs;farbs_mcfarbs;Farbs;AUS;;AUS
Fargoal;fargoal;Fargoal;USA;;USA
Farm 51;farm_51;Farm 51;POL;;POL
Farmind;farmind;Farmind;JPN;;JPN
Farmind Ltd;farmind_ltd;Farmind;JPN;;JPN
FarSight Studios;farsight_studios;FarSight Studios;USA;;USA
Farsight Technologies;farsight_technologies;FarSight Studios;USA;;USA
FASA Interactive;fasa_interactive;FASA Studio;USA;Microsoft Corporation;USA
FASA Studio;fasa_studio;FASA Studio;USA;Microsoft Corporation;USA
FASA Studios;fasa_studios;FASA Studio;USA;Microsoft Corporation;USA
Fast Travel Games;fast_travel_games;Fast Travel Games;SWE;;SWE
Fat Fish Games;fat_fish_games;Fat Fish Games;GBR;;GBR
Fatality;fatality;Fatality;JPN;;JPN
Fatbot Games;fatbot_games;Fatbot Games;SVK;;SVK
Fathammer;fathammer;Fathammer;FIN;;FIN
Fatshark;fatshark;Fatshark;CHN;Tencent;SWE
Fatshark AB;fatshark_ab;Fatshark;CHN;Tencent;SWE
Favorite;favorite;Favorite;JPN;;JPN
FCI;fci;FCI;JPN;Fuji Media Holdings;USA
FCI, Inc.;fci_inc;FCI;JPN;Fuji Media Holdings;USA
FDG Entertainment;fdg_entertainment;FDG Entertainment;DEU;;DEU
FDI;fdi;FDI;JPN;;JPN
Feardemic;feardemic;Feardemic;POL;Bloober Team;POL
FeelPlus;feelplus;Feelplus;JPN;Marvelous Inc;JPN
Felistella;felistella;Felistella;JPN;;JPN
Felix & Paul Studios;felix_paul_studios;Felix & Paul Studios;CAN;;CAN
Fellow Traveller;fellow_traveller;Fellow Traveller;AUS;;AUS
Feng;feng;Feng;JPN;;JPN
Fenix Fire;fenix_fire;Fenix Fire Games;USA;;USA
Fenomen;fenomen;Fenomen Games;RUS;;RUS
Fenris Wolf;fenris_wolf;Fenris Wolf;USA;;USA
Feral Cat Den;feral_cat_den;Feral Cat Den;USA;;USA
Feral Interactive;feral_interactive;Feral Interactive;GBR;;GBR
Fervent Interactive;fervent_interactive;Fervent Interactive;USA;;USA
Fever Pitch Studios;fever_pitch_studios;Fever Pitch Studios;USA;;USA
Fiction Factory Games;fiction_factory_games;Fiction Factory Games;GBR;;GBR
Fictiorama Studios;fictiorama_studios;Fictiorama Studios;ESP;;ESP
Fiddlesticks;fiddlesticks;Fiddlesticks;GBR;;GBR
Fields;fields;Fields Corporation;JPN;Fields Corporation;JPN
Fiendish Games;fiendish_games;Fiendish Games;GBR;;GBR
FifaKane;fifakane;FifaKane;BRA;;BRA
Filematch Ltd.;filematch_ltd;Filematch;GBR;;GBR
Fill In Cafe;fill_in_cafe;Fill in Cafe;JPN;;JPN
Fill-In Cafe;fill_in_cafe;Fill in Cafe;JPN;;JPN
Final Form Games;final_form_games;Final Form Games;USA;;USA
Final Strike Games;final_strike_games;Final Strike Games;USA;;USA
FinalBoss Games;finalboss_games;FinalBoss Games;ESP;;ESP
Fincon Co., Ltd.;fincon;Fincon;KOR;;KOR
Fingerlab;fingerlab;Fingerlab;FRA;;FRA
Fingersoft;fingersoft;Fingersoft;FIN;;FIN
Finish Line Games;finish_line_games;Finish Line Games;CAN;;CAN
Finji;finji;Finji;USA;;USA
FiolaSoft Studio;fiolasoft_studio;FiolaSoft Studio;CZE;;CZE
Firaxis;firaxis;Firaxis Games;USA;Take Two Interactive;USA
Firaxis Games;firaxis;Firaxis Games;USA;Take Two Interactive;USA
Firaxis, Maxis;firaxis_maxis;Firaxis Games;USA;Take Two Interactive;USA
Fire Hose Games;fire_hose_games;Fire Hose Games;USA;;USA
Fireart Games;fireart_games;Fireart Games;POL;;POL
Firebird;firebird;Firebird Software;GBR;;GBR
Firebird Software;firebird_software;Firebird Software;GBR;;GBR
Firebrand Games;firebrand_games;Firebrand Games;GBR;;GBR
FireFly Studios;firefly_studios;Firefly Studios;USA;Devolver Digital;GBR
FireFly Studios / Firaxis Games;firefly_firaxis;Firaxis Games;USA;Take Two Interactive;GBR
FireForge Games;fireforge_games;FireForge Games;USA;;USA
Fireglow;fireglow;Fireglow Games;CYP;;CYP
Fireglow Games;fireglow_games;Fireglow Games;CYP;;CYP
Firehazard Studio;firehazard_studio;Firehazard Studio;GBR;;GBR
Firemint;firemint;Firemonkeys Studios;USA;Electronic Arts;AUS
Firemonkeys;firemonkeys;Firemonkeys Studios;USA;Electronic Arts;AUS
Fireproof Games;fireproof_games;Fireproof Games;GBR;;GBR
Firepunchd Games UG;firepunchd_games;Firepunchd Games;DEU;;DEU
Fireshine Games;fireshine_games;Fireshine Games;GBR;;GBR
FireSky;firesky;FireSky;USA;;USA
Firesprite;firesprite;Firesprite;JPN;Sony Interactive Entertainment;GBR
Firestorm Studios;firestorm_studios;Firestorm Studios;GBR;;GBR
First Class Simulations;first_class_sims;First Class Simulations;GBR;;GBR
First Contact Entertainment Inc.;first_contact_ent;First Contact Ent;USA;;USA
First IDC;first_idc;First IDC;JPN;;JPN
First Star Software;first_star_software;First Star Software;USA;;USA
First Touch;first_touch;First Touch Games;GBR;;GBR
First Watch Games;first_watch_games;First Watch Games;USA;Hi Rez Studios;USA
First5 Games;first5_games;First5 Games;USA;;USA
Fish Factory Games;fish_factory_games;Fish Factory Games;USA;;USA
Fishing Cactus;fishing_cactus;Fishing Cactus;BEL;;BEL
Fishlabs Entertainment;fishlabs_entertainment;Deep Silver Fishlabs;SWE;Embracer Group;DEU
Fishtank Interactive;fishtank_interactive;Fishtank Interactive;DEU;JoWooD;AUT
Five Aces Publishing;five_aces_publishing;Five Aces Publishing;GBR;;GBR
FIVE12 GAMES;five12_games;FIVE12 GAMES;USA;;USA
FIVE-BN GAMES;five_bn_games;FIVE BN GAMES;UKR;;UKR
Fixed-Point Consulting LLC;fixed_point_consulting;Fixed Point;USA;;USA
FJRD Interactive;fjrd_interactive;FJRD Interactive;CAN;;CAN
FK Digital;fk_digital;FK Digital;TWN;;TWN
Flagship;flagship;Flagship;JPN;Capcom;JPN
Flagship Co., Ltd. / Nintendo EAD;flagship_nintendo;Flagship;JPN;Capcom;JPN
Flagship Studios;flagship_studios;Flagship Studios;USA;;USA
Flair Software;flair_software;Flair Software;GBR;;GBR
Flamebait Games;flamebait_games;Flamebait Games;SWE;;SWE
FlanGames;flangames;FlanGames;ESP;;ESP
flaregames;flaregames;Flaregames;DEU;Phoenix Games;DEU
Flashback Games;flashback_games;Flashback Games;USA;;USA
Flashman Games;flashman_games;Flashman Games;USA;;USA
Flashpoint Games;flashpoint_games;Flashpoint Games;USA;;USA
Flashpoint Productions;flashpoint_productions;Flashpoint Productions;USA;;USA
Flat Black Films;flat_black_films;Flat Black Films;USA;;USA
Flat Cat;flat_cat;Flat Cat;JPN;;JPN
Flat Earth Games;flat_earth_games;Flat Earth Games;AUS;;AUS
Flavourworks;flavourworks;Flavourworks;GBR;;GBR
Flazm;flazm;Flazm;LTU;;LTU
Flight Plan;flight_plan;Flight Plan;JPN;;JPN
Flight School Studio;flight_school_studio;Flight School Studio;USA;;USA
FLIGHT1;flight1;Flight One Software;USA;;USA
Flight-Plan;flight_plan;Flight Plan;JPN;;JPN
Flip Flop Production;flip_flop_production;Flip Flop Production;JPN;;JPN
floatstarpx;floatstarpx;Floatstarpx;JPN;;JPN
Floodgate Entertainment;floodgate_ent;Floodgate Entertainment;USA;;USA
floor;floor;Floor;JPN;;JPN
Floppy Electronic Services Ltd.;floppy_electronic;Floppy Electronic;GBR;;GBR
flow;flow;Flow;JPN;;JPN
fluckyMachine;fluckymachine;FluckyMachine;DEU;;DEU
Fluent;fluent;Fluent;USA;;USA
FluffyLogic;fluffylogic;FluffyLogic;GBR;;GBR
Fluid Studios;fluid_studios;Fluid Studios;GBR;;GBR
FlukeDude;flukedude;FlukeDude;GBR;;GBR
Flump Studios;flump_studios;Flump Studios;GBR;;GBR
Flyhigh Works;flyhigh_works;Flyhigh Works;JPN;;JPN
Flying Bear;flying_bear;Flying Bear;RUS;;RUS
Flying Carpets Games;flying_carpets_games;Flying Carpets Games;CAN;;CAN
Flying Edge;flying_edge;Flying Edge;USA;Acclaim Entertainment;USA
Flying Fish;flying_fish;Flying Fish;JPN;;JPN
Flying Lab Software;flying_lab_software;Flying Lab Software;USA;;USA
Flying Legends;flying_legends;Flying Legends;ITA;;ITA
Flying Oak;flying_oak;Flying Oak Games;FRA;;FRA
Flying Oak Games;flying_oak_games;Flying Oak Games;FRA;;FRA
Flying Pig Game Studio;flying_pig_studio;Flying Pig Game Studio;CHN;;CHN
Flying Shine;flying_shine;Flying Shine;JPN;;JPN
Flying Tiger Development;flying_tiger_dev;Flying Tiger;USA;;USA
Flying Tiger Entertainment;flying_tiger_ent;Flying Tiger;USA;;USA
Flying Wild Hog;flying_wild_hog;Flying Wild Hog;SWE;Embracer Group;POL
FlyWheel Games;flywheel_games;FlyWheel Games;USA;;USA
FNTASTIC;fntastic;Fntastic;RUS;;RUS
Foam Sword;foam_sword;Foam Sword;GBR;;GBR
FobTi Interactive;fobti_interactive;FobTi Interactive;BRA;;BRA
Focus;focus;Focus Entertainment;FRA;Focus Entertainment;FRA
Focus Home Interactive;focus;Focus Entertainment;FRA;Focus Entertainment;FRA
Focus Multimedia;focus_multimedia;Focus Multimedia;GBR;;GBR
Focus on the Family;focus_on_the_family;Focus on the Family;USA;;USA
Fog;fog;Fog;JPN;;JPN
FOG (Full On Games);fog;Fog;JPN;;JPN
Foley;foley;Foley;USA;;USA
fonfun;fonfun;Fonfun Corporation;JPN;;JPN
fonfun Corporation;fonfun_corp;Fonfun Corporation;JPN;;JPN
FoomTown Game Studio;foomtown_studio;FoomTown;CHN;;CHN
Footmade;footmade;Footmade;JPN;;JPN
Forbes Consult Ltd;forbes_consult;Forbes Consult;GBR;;GBR
Forbidden Folds;forbidden_folds;Forbidden Folds;DEU;;DEU
Force Of Habit;force_of_habit;Force Of Habit;GBR;;GBR
Fordesoft;fordesoft;Fordesoft;USA;;USA
Foreign Media Games;foreign_media_games;Foreign Media Games;NLD;;NLD
Forever Entertainment S.A.;forever_ent;Forever Entertainment;POL;Forever Entertainment;POL
Forge Reply;forge_reply;Forge Reply;ITA;;ITA
Forgotten Empires;forgotten_empires;Forgotten Empires;IRL;Keywords Studios;USA
former;former;Former;JPN;;JPN
FormGen;formgen;FormGen;USA;;USA
Formosoft VR;formosoft_vr;Formosoft VR;TWN;;TWN
Formula;formula;Formula Game Development;JPN;;JPN
Formula Game Development;formula_game_dev;Formula Game Development;JPN;;JPN
FornaxStudios;fornaxstudios;FornaxStudios;USA;;USA
Forst;forst;Forst;JPN;;JPN
Fortyfive;fortyfive;Fortyfive;JPN;;JPN
ForwardXP;forwardxp;ForwardXP;USA;;USA
Foundation 9;foundation_9;Foundation 9 Entertainment;USA;;USA
Foundation 9 Entertainment;foundation_9_ent;Foundation 9 Entertainment;USA;;USA
Fountainhead Entertainment /  id Software;fountainhead_id_software;Id Software;USA;Microsoft Corporation;USA
Four Horses;four_horses;Four Horses;GBR;;GBR
Four Lights;four_lights;Four Lights;JPN;;JPN
Four Nine;four_nine;Four Nine;JPN;;JPN
Four Quarters;four_quarters;Four Quarters;RUS;;RUS
Fourattic;fourattic;Fourattic;ESP;;ESP
FourBrosStudio;fourbrosstudio;FourBrosStudio;USA;;USA
Fourkidsgames;fourkidsgames;Fourkidsgames;JPN;;JPN
Fox;fox;Fox Interactive;FRA;Vivendi;USA
Fox Dawn;fox_dawn;Fox Dawn;JPN;;JPN
Fox Interactive;fox_interactive;Fox Interactive;FRA;Vivendi;USA
Fox Video Games;fox_video_games;Fox Video Games;FRA;Vivendi;USA
Foxy Voxel;foxy_voxel;Foxy Voxel;GBR;;GBR
FPS;fps;FPS;JPN;;JPN
Frame Interactive Studio LLC;frame_interactive;Frame Interactive;USA;;USA
Frame Studios Interactive;frame_studios;Frame Studios;ITA;;ITA
Francis Cota;francis_cota;Francis Cota;USA;;USA
Freakzone Games;freakzone_games;Freakzone Games;GBR;;GBR
Free Lives;free_lives;Free Lives;USA;Devolver Digital;ZAF
Free Lives Games;free_lives;Free Lives;USA;Devolver Digital;ZAF
Free Radical Design;free_radical_design;Free Radical Design;SWE;Embracer Group;GBR
Free Range Games;free_range_games;Free Range Games;USA;;USA
Free World Group;free_world_group;Free World Group;AUS;;AUS
Freebird Games;freebird_games;Freebird Games;CAN;;CAN
Freedom Factory Studios;freedom_factory;Freedom Factory Studios;ESP;;ESP
Freedom Games;freedom_games;Freedom Games;USA;;USA
Freegamer;freegamer;Freegamer;JPN;;JPN
Freejam;freejam;Freejam;GBR;;GBR
Freelance Games;freelance_games;Freelance Games;USA;;USA
Freestyle;freestyle;Freestyle;JPN;;JPN
FreeStyle Games;freestylegames;Ubisoft Leamington;FRA;Ubisoft;GBR
FreeStyleGames;freestylegames;Ubisoft Leamington;FRA;Ubisoft;GBR
Freestylez;freestylez;Freestylez;JPN;;JPN
Freeverse;freeverse;Freeverse;USA;Disney;USA
Freeze Tag;freeze_tag;Freeze Tag;USA;;USA
Freeze Tag / iQ212;freeze_tag_iq212;Freeze Tag;USA;;USA
Freeze Tag / Joju Games - Dekovir Entertainment - Linksolutions;freeze_tag_joju;Freeze Tag;USA;;USA
FreezeNova;freezenova;FreezeNova;ROU;;ROU
French-Bread;french_bread;French Bread;JPN;;JPN
Fresh 3D;fresh_3d;Fresh 3D;BEL;;BEL
FreshGames, LLC;freshgames;FreshGames;USA;;USA
Freyr Games;freyr_games;Freyr Games;CHN;;CHN
Frictional Games;frictional_games;Frictional Games;SWE;;SWE
Friend & Foe;friend_foe;Friend & Foe;JPN;;JPN
Frima Studio;frima_studio;Frima Studio;CAN;;CAN
Fritz;fritz;ChessBase;DEU;;DEU
Frog City Software;frog_city;Frog City Software;USA;Take Two Interactive;USA
FroGames;frogames;FroGames;FRA;;FRA
FrogCity Softwares;frog_city;Frog City Software;USA;Take Two Interactive;USA
Froggo;froggo;Froggo;USA;;USA
Frogmind;frogmind;Frogmind;CHN;Tencent;FIN
FrogSlayer Studios;frogslayer;FrogSlayer;USA;;USA
